customer_id,customer_age,months_at_address,residence_status,employment,income,months_with_bank,other_credits,balance,status
165,48,21,HomeOwner,Unknown,38000,70,No,1217.0,0
166,47,28,HomeOwner,Unknown,35000,42,Yes,231.4,0
167,49,25,Other,Employed,45000,16,No,1852.2,0
168,57,55,Tenant,Unknown,37000,39,Yes,163.89,0
169,55,32,HomeOwner,Unknown,47000,12,Yes,2471.6,1
170,49,29,Tenant,Unknown,46000,28,Yes,1268.7,0
171,40,3,HomeOwner,Unknown,21000,20,Yes,164.63,0
172,45,20,Tenant,Employed,49000,9,No,55.64,1
173,51,12,Other,Employed,35000,25,Yes,499.55,0
174,55,37,Tenant,Employed,45000,22,Yes,1514.4,1
175,38,69,HomeOwner,Employed,34000,26,Yes,1029.9,0
176,27,15,Tenant,Unknown,28000,13,Yes,1040.8,0
177,45,79,Tenant,Unknown,35000,32,Yes,18.63,0
178,58,111,HomeOwner,Unknown,47000,22,No,851.52,0
179,50,38,HomeOwner,Unknown,49000,31,Yes,471.42,0
180,41,15,Other,Employed,44000,11,No,598.58,1
181,48,58,Other,Employed,50000,30,Yes,87.61,0
182,43,65,Other,Employed,39000,121,Yes,988.39,1
183,28,85,HomeOwner,Employed,36000,11,Yes,880.34,0
184,56,24,Other,Employed,43000,74,Yes,2650.0,0
185,27,24,Tenant,Unknown,38000,65,Yes,613.69,0
186,47,132,Tenant,Unknown,31000,20,Yes,158.87,0
187,36,154,Tenant,Unknown,27000,43,Yes,805.4,0
188,42,52,HomeOwner,Unknown,40000,89,No,1113.0,0
189,56,35,Tenant,Unknown,53000,68,Yes,715.27,0
190,63,40,Tenant,Employed,45000,55,No,14.7,0
191,45,35,HomeOwner,Employed,37000,38,Yes,1019.5,0
192,67,43,Other,Unknown,58000,16,No,1553.6,1
193,50,57,Tenant,Employed,52000,46,Yes,381.83,0
194,49,14,Tenant,Employed,42000,2,Yes,356.02,0
195,38,26,HomeOwner,Unknown,21000,72,Yes,1035.7,0
196,52,38,HomeOwner,Employed,47000,39,Yes,1311.1,0
197,29,14,HomeOwner,Employed,48000,20,Yes,405.61,1
198,44,45,HomeOwner,Unknown,33000,11,Yes,252.2,1
199,59,50,Tenant,Unknown,38000,38,Yes,38.66,1
200,37,9,Tenant,Unknown,33000,23,Yes,97.01,0
201,26,85,Tenant,Unknown,31000,56,Yes,943.16,0
202,43,40,Tenant,Unknown,33000,62,No,267.4,0
203,45,3,Tenant,Employed,49000,43,No,1480.3,1
204,32,86,HomeOwner,Employed,38000,17,Yes,1118.0,1
205,49,68,HomeOwner,Unknown,35000,14,No,1310.1,1
206,31,52,HomeOwner,Employed,30000,80,Yes,364.09,0
207,50,38,HomeOwner,Employed,48000,12,No,573.9,0
208,24,3,Tenant,Unknown,26000,8,No,83.92,1
209,48,19,HomeOwner,Employed,40000,11,Yes,100.2,0
210,37,10,Tenant,Unknown,48000,12,Yes,573.43,1
211,43,66,Tenant,Employed,49000,46,Yes,474.7,0
212,37,57,Other,Unknown,32000,57,No,622.86,1
213,32,50,Tenant,Employed,25000,22,Yes,1356.2,1
214,56,27,Tenant,Unknown,49000,24,Yes,511.67,0
215,34,6,Tenant,Unknown,47000,46,Yes,1203.4,0
216,37,7,Other,Employed,31000,71,Yes,1717.7,1
217,48,50,HomeOwner,Unknown,35000,16,Yes,15.62,1
218,51,31,HomeOwner,Unknown,44000,23,Yes,1234.3,0
219,48,33,Tenant,Employed,44000,20,Yes,360.87,0
220,46,58,Tenant,Unknown,31000,9,Yes,2008.2,0
221,41,33,Other,Employed,29000,13,Yes,2134.0,0
222,54,59,HomeOwner,Unknown,35000,38,Yes,955.22,1
223,41,27,Other,Employed,35000,34,Yes,904.52,0
224,46,113,HomeOwner,Employed,35000,79,No,1106.6,0
225,29,46,Tenant,Employed,39000,24,Yes,2231.9,1
226,34,70,HomeOwner,Employed,42000,28,Yes,898.9,0
227,53,94,Tenant,Employed,54000,55,No,1068.6,1
228,50,46,Tenant,Employed,36000,6,Yes,1444.2,0
229,34,45,HomeOwner,Unknown,44000,59,Yes,207.3,1
230,38,53,Tenant,Unknown,27000,22,Yes,668.88,1
231,43,6,Tenant,Unknown,40000,39,Yes,96.18,0
232,30,116,Tenant,Unknown,38000,15,Yes,808.69,1
233,49,10,Tenant,Employed,37000,51,Yes,850.32,0
234,51,12,HomeOwner,Unknown,53000,20,Yes,1454.3,1
235,43,24,HomeOwner,Employed,37000,19,Yes,1698.6,0
236,56,25,Tenant,Employed,51000,5,Yes,185.22,0
237,51,31,HomeOwner,Employed,40000,61,Yes,750.03,0
238,46,39,HomeOwner,Employed,50000,89,Yes,387.06,0
239,45,23,HomeOwner,Unknown,38000,9,Yes,473.58,0
240,30,40,Tenant,Unknown,33000,12,No,172.97,1
241,36,67,HomeOwner,Unknown,27000,35,Yes,2353.3,1
242,48,49,HomeOwner,Employed,42000,85,Yes,744.2,0
243,36,65,Tenant,Employed,55000,31,Yes,644.24,0
244,36,25,HomeOwner,Unknown,29000,58,Yes,895.86,1
245,40,15,Tenant,Employed,39000,65,Yes,537.87,0
246,33,24,Other,Unknown,25000,12,Yes,1861.0,1
247,39,17,Tenant,Unknown,38000,11,Yes,1578.0,0
248,32,57,HomeOwner,Unknown,28000,92,Yes,424.51,0
249,29,46,HomeOwner,Employed,33000,53,No,2475.7,0
250,45,33,Tenant,Unknown,31000,16,No,813.37,0
251,25,38,Tenant,Unknown,26000,10,No,1227.4,0
252,39,26,HomeOwner,Unknown,34000,19,Yes,751.79,1
253,39,61,Tenant,Unknown,36000,11,Yes,1250.7,0
254,40,38,Tenant,Unknown,22000,31,No,201.68,0
255,53,25,Other,Employed,49000,55,Yes,1093.5,0
256,49,15,HomeOwner,Employed,43000,12,Yes,1319.8,1
257,29,55,HomeOwner,Employed,44000,17,Yes,120.77,0
258,58,62,HomeOwner,Unknown,43000,43,Yes,1643.2,0
259,54,51,Tenant,Employed,37000,103,Yes,260.44,0
260,39,27,HomeOwner,Unknown,22000,52,Yes,1337.0,1
261,50,71,HomeOwner,Unknown,48000,10,No,1541.9,1
262,44,125,HomeOwner,Unknown,33000,32,Yes,1930.8,1
263,48,5,Tenant,Employed,36000,22,Yes,1224.2,0
264,59,22,Tenant,Employed,53000,6,Yes,17.92,0
265,41,13,HomeOwner,Employed,43000,5,Yes,765.8,0
266,37,62,HomeOwner,Employed,26000,16,Yes,933.22,1
267,55,45,HomeOwner,Employed,38000,8,Yes,206.57,1
268,31,8,HomeOwner,Employed,32000,49,Yes,1657.9,0
269,42,48,HomeOwner,Employed,37000,8,Yes,938.64,0
270,48,48,Tenant,Unknown,40000,4,Yes,1252.8,0
271,30,48,HomeOwner,Unknown,28000,73,Yes,1077.5,0
272,36,34,HomeOwner,Employed,35000,83,Yes,1118.3,0
273,44,61,Tenant,Unknown,28000,17,Yes,785.78,0
274,29,3,HomeOwner,Employed,24000,24,Yes,101.54,0
275,36,106,HomeOwner,Unknown,46000,17,Yes,3156.4,0
276,40,65,Tenant,Unknown,39000,43,Yes,393.79,0
277,42,23,HomeOwner,Unknown,37000,67,Yes,259.78,0
278,47,60,Tenant,Employed,39000,34,Yes,293.81,0
279,44,3,Tenant,Unknown,19000,17,Yes,1419.9,1
280,43,78,Tenant,Unknown,19000,49,Yes,721.88,1
281,61,73,HomeOwner,Unknown,39000,122,No,1484.8,0
282,48,73,Tenant,Employed,44000,9,Yes,1002.3,1
283,51,22,Tenant,Unknown,37000,34,No,536.28,0
284,59,32,Other,Unknown,52000,9,No,98.75,0
285,46,4,HomeOwner,Employed,33000,11,Yes,2023.7,0
286,54,37,Tenant,Unknown,44000,50,Yes,984.24,0
287,49,91,HomeOwner,Employed,39000,20,Yes,487.67,0
288,59,103,HomeOwner,Unknown,40000,67,Yes,714.43,1
289,41,55,HomeOwner,Unknown,32000,57,Yes,1320.2,0
290,36,59,Tenant,Unknown,38000,29,Yes,1312.1,1
291,42,38,Tenant,Unknown,40000,11,Yes,934.8,0
292,40,34,Tenant,Employed,30000,50,Yes,252.95,0
293,40,13,Other,Employed,45000,45,Yes,836.09,0
294,31,9,Tenant,Unknown,28000,23,Yes,638.96,1
295,44,67,Tenant,Unknown,40000,7,Yes,1268.9,1
296,31,34,Tenant,Employed,24000,10,Yes,706.52,1
297,54,19,HomeOwner,Employed,44000,78,Yes,1626.7,1
298,43,106,Tenant,Employed,38000,52,Yes,777.48,1
299,57,26,Other,Unknown,48000,39,No,785.7,0
300,49,16,Tenant,Employed,34000,17,Yes,179.41,0
301,48,91,Other,Unknown,38000,21,Yes,606.3,1
302,44,78,HomeOwner,Employed,43000,28,Yes,660.91,1
303,45,6,Tenant,Unknown,41000,78,Yes,36.38,0
304,49,70,Tenant,Unknown,48000,8,Yes,145.43,1
305,46,46,Other,Employed,40000,118,Yes,97.46,0
306,21,37,Tenant,Employed,21000,84,No,230.61,1
307,58,19,Tenant,Unknown,43000,114,Yes,836.67,0
308,73,32,HomeOwner,Unknown,51000,5,Yes,473.72,0
309,45,13,HomeOwner,Employed,42000,13,Yes,939.99,0
310,55,22,Tenant,Employed,42000,16,No,1148.8,1
311,46,41,Tenant,Employed,43000,27,Yes,500.29,1
312,53,31,HomeOwner,Employed,35000,34,Yes,1093.3,0
313,43,5,Tenant,Employed,38000,7,Yes,1572.0,0
314,50,59,HomeOwner,Unknown,50000,37,No,96.75,0
315,35,42,HomeOwner,Employed,28000,27,No,612.67,0
316,33,36,HomeOwner,Employed,47000,37,Yes,800.52,0
317,67,32,HomeOwner,Unknown,44000,68,Yes,121.9,1
318,47,73,HomeOwner,Employed,49000,4,Yes,326.5,0
319,44,6,Tenant,Employed,36000,22,Yes,800.06,0
320,53,9,Tenant,Employed,39000,26,Yes,1865.6,0
321,50,89,Other,Unknown,49000,7,No,739.56,1
322,51,42,Tenant,Employed,52000,41,Yes,622.74,1
323,27,39,HomeOwner,Unknown,28000,39,Yes,948.65,1
324,51,3,Tenant,Employed,37000,22,Yes,375.75,0
325,53,42,Other,Employed,48000,17,Yes,436.27,0
326,46,101,Tenant,Unknown,51000,86,Yes,1059.6,1
327,43,20,HomeOwner,Unknown,43000,6,Yes,337.83,0
328,52,20,Tenant,Employed,50000,23,Yes,1202.5,0
329,32,51,HomeOwner,Employed,34000,19,No,1171.0,1
330,42,51,Tenant,Unknown,37000,22,No,513.44,0
331,42,37,HomeOwner,Employed,35000,15,Yes,669.6,0
332,74,25,Other,Unknown,45000,5,Yes,129.46,0
333,34,73,Other,Unknown,18000,57,Yes,1220.4,1
334,50,2,Tenant,Employed,34000,49,Yes,674.56,1
335,43,46,Tenant,Unknown,41000,7,Yes,385.18,0
336,33,16,HomeOwner,Employed,33000,8,Yes,39.95,0
337,40,50,HomeOwner,Employed,36000,75,Yes,349.8,0
338,32,68,Other,Employed,36000,13,Yes,57.35,1
339,40,57,Tenant,Employed,37000,16,Yes,226.87,1
340,33,31,HomeOwner,Unknown,32000,85,Yes,457.23,0
341,55,51,HomeOwner,Employed,48000,26,No,1531.4,0
342,42,77,Tenant,Employed,32000,10,Yes,1273.8,0
343,40,95,Tenant,Employed,36000,29,Yes,1082.3,0
344,49,3,Tenant,Employed,45000,67,Yes,1774.0,0
345,50,5,Tenant,Employed,33000,20,Yes,358.33,0
346,50,37,HomeOwner,Unknown,40000,26,Yes,849.86,1
347,54,46,HomeOwner,Employed,43000,18,Yes,77.5,0
348,39,60,HomeOwner,Unknown,39000,127,Yes,1194.0,1
349,66,33,Tenant,Employed,45000,24,No,496.37,1
350,27,84,HomeOwner,Employed,36000,23,Yes,847.32,0
351,44,38,HomeOwner,Employed,36000,2,Yes,424.7,1
352,39,54,Tenant,Employed,44000,14,Yes,1360.7,0
353,53,63,Tenant,Employed,38000,16,Yes,38.26,1
354,49,32,Other,Employed,42000,12,Yes,315.99,0
355,49,32,HomeOwner,Unknown,53000,3,Yes,1051.3,0
356,60,34,HomeOwner,Employed,55000,18,Yes,487.26,0
357,45,63,HomeOwner,Unknown,40000,2,Yes,376.77,0
358,54,40,Other,Employed,35000,4,No,1239.0,1
359,51,78,Other,Employed,53000,5,Yes,246.27,0
360,48,132,Tenant,Employed,48000,47,Yes,624.7,0
361,52,12,HomeOwner,Employed,54000,10,Yes,1420.0,1
362,44,58,HomeOwner,Employed,31000,60,Yes,167.21,0
363,40,115,Tenant,Unknown,28000,4,Yes,1763.4,1
364,50,33,HomeOwner,Employed,35000,6,Yes,110.75,1
365,53,62,HomeOwner,Unknown,37000,65,Yes,187.52,0
366,44,91,Tenant,Employed,39000,9,Yes,831.07,0
367,56,32,HomeOwner,Employed,41000,8,Yes,1296.9,1
368,61,13,HomeOwner,Unknown,42000,30,No,1475.0,0
369,60,19,HomeOwner,Unknown,46000,29,Yes,756.31,0
370,41,6,Tenant,Unknown,41000,24,Yes,2253.1,1
371,57,38,HomeOwner,Unknown,40000,29,Yes,1312.7,1
372,47,74,HomeOwner,Unknown,37000,51,Yes,712.07,0
373,58,42,Tenant,Unknown,48000,2,Yes,875.97,1
374,52,9,Tenant,Employed,44000,61,Yes,268.86,0
375,54,45,HomeOwner,Employed,49000,13,Yes,1059.3,0
376,50,36,Tenant,Unknown,37000,6,Yes,42.64,0
377,31,65,HomeOwner,Unknown,37000,36,Yes,565.33,0
378,35,11,Tenant,Employed,51000,32,Yes,1017.0,1
379,37,8,HomeOwner,Unknown,26000,49,Yes,580.12,1
380,43,56,Tenant,Unknown,34000,78,Yes,476.81,0
381,39,42,Other,Unknown,30000,51,Yes,919.03,1
382,40,40,Tenant,Employed,40000,30,Yes,1396.2,0
383,24,37,HomeOwner,Employed,32000,8,Yes,383.63,1
384,37,11,HomeOwner,Employed,37000,87,Yes,755.22,0
385,51,44,Other,Employed,39000,30,Yes,2434.4,1
386,59,14,Tenant,Unknown,41000,11,Yes,794.84,1
387,54,30,HomeOwner,Employed,42000,59,No,929.69,0
388,37,33,Tenant,Employed,34000,97,Yes,401.67,0
389,56,5,Other,Employed,37000,12,Yes,588.49,1
390,51,6,Tenant,Unknown,50000,69,Yes,296.46,0
391,48,32,HomeOwner,Unknown,54000,25,Yes,1203.9,0
392,45,35,Tenant,Unknown,34000,66,Yes,969.45,1
393,52,113,Tenant,Employed,46000,91,Yes,634.45,0
394,45,70,HomeOwner,Employed,34000,50,Yes,1541.7,0
395,39,35,HomeOwner,Unknown,24000,13,Yes,2002.5,1
396,46,47,HomeOwner,Unknown,41000,57,Yes,2213.4,0
397,56,83,Tenant,Employed,50000,67,Yes,703.07,0
398,43,61,HomeOwner,Employed,34000,38,Yes,186.95,0
399,45,35,Tenant,Employed,46000,6,No,42.85,1
400,37,26,HomeOwner,Unknown,41000,8,No,774.76,1
401,48,51,Other,Unknown,39000,54,Yes,647.1,1
402,37,22,Tenant,Employed,28000,35,Yes,910.04,1
403,42,46,HomeOwner,Employed,37000,22,Yes,1537.6,0
404,44,14,HomeOwner,Unknown,40000,8,Yes,2326.3,1
405,37,16,HomeOwner,Unknown,26000,16,Yes,105.38,1
406,50,93,Tenant,Unknown,51000,29,Yes,111.83,0
407,36,36,HomeOwner,Employed,33000,33,Yes,287.4,0
408,32,26,Tenant,Unknown,24000,43,Yes,558.73,0
409,37,14,Other,Employed,41000,53,Yes,364.59,0
410,44,13,Other,Employed,33000,84,Yes,585.31,0
411,52,29,HomeOwner,Unknown,50000,88,Yes,1254.3,0
412,46,24,HomeOwner,Employed,33000,38,Yes,294.5,0
413,36,16,Tenant,Employed,27000,8,Yes,1246.9,0
414,50,43,HomeOwner,Unknown,44000,26,Yes,102.59,0
415,37,72,Tenant,Unknown,35000,15,Yes,1194.9,1
416,32,45,Tenant,Employed,42000,7,Yes,1271.7,1
417,35,20,Tenant,Unknown,26000,39,Yes,61.98,0
418,43,43,Tenant,Employed,40000,10,Yes,257.9,0
419,35,26,HomeOwner,Unknown,32000,65,No,545.87,1
420,42,99,Tenant,Unknown,30000,68,No,1121.2,1
421,49,99,HomeOwner,Employed,39000,45,Yes,517.16,0
422,72,12,Tenant,Unknown,61000,10,No,2101.4,0
423,57,10,Other,Unknown,39000,13,Yes,427.82,0
424,32,62,Other,Employed,31000,21,Yes,647.31,0
425,38,61,Tenant,Employed,27000,83,Yes,687.44,0
426,37,2,Other,Employed,33000,9,No,692.65,1
427,49,15,HomeOwner,Unknown,46000,39,Yes,26.99,0
428,45,22,Tenant,Unknown,34000,72,Yes,178.29,1
429,37,64,HomeOwner,Unknown,41000,33,Yes,266.02,0
430,41,94,HomeOwner,Unknown,43000,79,Yes,2589.4,0
431,50,7,HomeOwner,Unknown,35000,17,Yes,54.24,0
432,42,81,Other,Employed,56000,5,No,733.7,0
433,24,78,HomeOwner,Unknown,28000,56,Yes,612.52,1
434,58,84,Tenant,Employed,51000,80,Yes,888.93,0
435,30,37,Tenant,Unknown,24000,12,Yes,1307.4,1
436,46,107,Other,Employed,36000,16,Yes,558.88,0
437,34,75,HomeOwner,Employed,35000,10,No,1040.6,0
438,41,76,HomeOwner,Unknown,35000,18,Yes,25.98,1
439,36,6,Tenant,Employed,34000,54,Yes,1520.8,1
440,45,58,HomeOwner,Unknown,24000,63,Yes,379.75,0
441,38,34,HomeOwner,Employed,43000,21,Yes,931.12,1
442,27,43,Tenant,Employed,39000,28,Yes,114.12,0
443,28,8,Tenant,Employed,27000,8,Yes,907.0,1
444,38,14,Other,Unknown,27000,11,No,1477.5,0
445,38,4,HomeOwner,Employed,33000,23,Yes,1076.7,1
446,49,16,Tenant,Employed,45000,21,Yes,832.61,0
447,54,83,Tenant,Employed,39000,105,Yes,1049.3,0
